1449,Stryn
15,Møre og Romsdal
1502,Molde
1504,Ålesund
1505,Kristiansund
1511,Vanylven
1514,Sande
1515,Herøy
1516,Ulstein
1517,Hareid
1519,Volda
1520,Ørsta
1523,Ørskog
1524,Norddal
1525,Stranda
1526,Stordal
1528,Sykkylven
1529,Skodje
1531,Sula
1532,Giske
1534,Haram
1535,Vestnes
1539,Rauma
1543,Nesset
1545,Midsund
1546,Sandøy
1547,Aukra
1548,Fræna
1551,Eide
1554,Averøy
1557,Gjemnes
1560,Tingvoll
1563,Sunndal
1566,Surnadal
1567,Rindal
1571,Halsa
1573,Smøla
1576,Aure
16,Sør-Trøndelag
1601,Trondheim
1612,Hemne
1613,Snillfjord
1617,Hitra
1620,Frøya
1621,Ørland
1622,Agdenes
1624,Rissa
1627,Bjugn
1630,Åfjord
1632,Roan
1633,Osen
1634,Oppdal
1635,Rennebu
1636,Meldal
1638,Orkdal
1640,Røros
1644,Holtålen
1648,Midtre Gauldal
1653,Melhus
1657,Skaun
1662,Klæbu
1663,Malvik
1664,Selbu
1665,Tydal
17,Nord-Trøndelag
1702,Steinkjer
1703,Namsos
1711,Meråker
1714,Stjørdal
1717,Frosta
1718,Leksvik
1719,Levanger
1721,Verdal
1723,Mosvik
1724,Verran
1725,Namdalseid
1729,Inderøy
1736,Snåsa
1738,Lierne
1739,Røyrvik
1740,Namsskogan
1742,Grong
1743,Høylandet
1744,Overhalla
1748,Fosnes
1749,Flatanger
1750,Vikna
1751,Nærøy
1755,Leka
18,Nordland
1804,Bodø
1805,Narvik
1811,Bindal
1812,Sømna
1813,Brønnøy
1815,Vega
1816,Vevelstad
1818,Herøy
1820,Alstahaug
1822,Leirfjord
1824,Vefsn
1825,Grane
1826,Hattfjelldal
1827,Dønna
1828,Nesna
1832,Hemnes
1833,Rana
1834,Lurøy
1835,Træna
1836,Rødøy
1837,Meløy
1838,Gildeskål
1839,Beiarn
1840,Saltdal
1841,Fauske
1845,Sørfold
1848,Steigen
1849,Hamarøy
1850,Tysfjord
1851,Lødingen
1852,Tjeldsund
1853,Evenes
1854,Ballangen
1856,Røst
1857,Værøy
1859,Flakstad
1860,Vestvågøy
1865,Vågan
1866,Hadsel
1867,Bø
1868,Øksnes
1870,Sortland
1871,Andøy
1874,Moskenes
19,Troms
1901,Harstad
1902,Tromsø
1911,Kvæfjord
1913,Skånland
1915,Bjarkøy
1917,Ibestad
1919,Gratangen
1920,Lavangen
1922,Bardu
1923,Salangen
1924,Målselv
1925,Sørreisa
1926,Dyrøy
1927,Tranøy
1928,Torsken
1929,Berg
1931,Lenvik
1933,Balsfjord
1936,Karlsøy
1938,Lyngen
1939,Storfjord
1940,Kåfjord
1941,Skjervøy
1942,Nordreisa
1943,Kvænangen
20,Finnmark
2002,Vardø
2003,Vadsø
2004,Hammerfest
2011,Kautokeino
2012,Alta
2014,Loppa
2015,Hasvik
2017,Kvalsund
2018,Måsøy
2019,Nordkapp
2020,Porsanger
2021,Karasjok
2022,Lebesby
2023,Gamvik
2024,Berlevåg
2025,Tana
2027,Nesseby
2028,Båtsfjord
2030,Sør-Varanger
